,SO2,BC,OC,NMVOC,NOx,NH3,CO,CH4,N2O
2000,97.809932184,3.369286123,7.731113609000001,119.76786527,108.21882687566897,42.765511250465,511.93812772499996,302.24056894750004,7.645345518499999
2001,96.53097955999999,3.3357822530000005,7.627796592000001,119.73566205999998,107.58413771146702,43.045310471300006,496.16432023000004,301.882598748,7.684713702900001
2002,94.08571964000001,3.355815654,7.611735278,120.36110111999999,107.23031991953528,44.29261567855,486.57377269,301.923613977,7.7839018023
2003,94.11773880999999,3.4625979749999996,7.7444133389999985,122.46644611,108.64768970355729,44.69747555505,480.8051421939999,310.9922699287,7.9108057634
2004,96.69083222399999,3.531775542,7.931732213500001,125.78677213,111.52410412392587,45.82576711934,480.3793329899999,318.87231723800005,8.1798779027
2005,98.25294691,3.6033813579999996,8.085162782,128.17062895000004,111.7581795502083,45.4369750181,477.0383187,324.4296964960001,8.290075505499999
2006,100.82381567500002,3.6958686060000003,8.158810788000002,129.75941652,112.7719744710086,46.603664412936006,475.65653394,330.728077067,8.452365762000001
2007,102.23159057400001,3.832481242,8.232999829999999,130.65110799,114.63201257952849,47.2462955807,476.40398010499996,333.83254765299995,8.631499993
2008,101.627396186,3.857735466999999,8.346498783000001,131.76388655,111.72348133468243,47.210452831169995,476.40980347,340.29001161400004,8.552292697
2009,100.71398376999998,3.9945683550000006,8.485930924,131.10709189,109.85439043943943,48.541135524009995,471.911296615,338.32474971799996,8.570863617599999
2010,103.068691673,4.131748991000002,8.658673859999999,134.38461322999999,112.12906910222756,48.91379106742,483.4969140200001,344.62448039400005,8.676146448999999
2011,106.35818916000001,4.240888282999999,8.782435104999998,136.80761501,114.89430220260681,49.80217709644,494.23119986599994,351.510475768,8.90967933
2012,106.73043350999997,4.299313397000001,8.821623411000003,140.57863001,116.20082206745514,50.39487093416,508.42608699000004,357.19046420099994,9.0087106828
2013,106.06270151999999,4.353427553,8.815538236,142.51942222,116.64779834497514,51.026008751740015,518.7468279499998,358.31116612899996,9.155849527
2014,106.2906681,4.300116476,8.811391957000003,143.68022336000004,117.10332229535196,50.67595843343,521.07533462,361.158406923,9.170566630999998
2015,104.22887709000003,4.20945587,8.74166476,145.63723384,117.8230074111631,51.29632992273999,520.3216712199999,363.1631538760001,9.244183475699998
2016,101.16271373,4.030630165,8.563232954,145.36593309,115.45654277665334,51.516189009,507.0164732060001,365.78158968500003,9.325110167699998
2017,99.73883123400003,4.045057751000001,8.492460924999996,145.7483682,115.00201610897608,51.463014918994006,502.4542066199999,369.760688609,9.3916782536
2018,101.10148620400001,4.033511498,8.576016594999999,146.3232818,115.83197421375655,51.20772216311001,500.661331676,372.778142765,9.396382849999998
2019,98.42232171399999,4.013279512000001,8.545521028,145.87602554,114.78903840935047,51.418443022599995,493.17213087000005,373.446623634,9.3919636232
2020,84.27351218399998,3.8534160275,8.477624806,138.6215262,103.59182687855096,51.715501827126,462.563893645,375.43598602700007,9.179669458700001
2021,85.99700480400001,3.9597749949999996,8.335866082999999,145.09960949000003,111.79970325397953,51.853019799424004,484.8608404699999,374.86853669199996,9.5786176965
2022,84.21774361599999,3.9428997810000004,8.307400269,144.76985589999998,111.40680685467173,52.07482272861,481.06645722999997,375.5579669839999,9.597784160599998
2023,82.62112357699998,3.926759886,8.273690549999998,144.46667776,110.43120496177832,52.299380815620005,477.3832940549999,376.28586588300004,9.618161405999999
2024,81.45861733400001,3.9229943024999994,8.266786157000002,144.59214482000002,109.81672789876723,52.63256880684,475.22052365999997,378.01833452,9.666142413
2025,80.08064964999998,3.8986148579999997,8.21120222,143.96043523,108.70291370772182,52.756878291789995,470.65311543000007,377.806466699,9.662556825000001
